,Investigation.Type,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Broad.phase.of.flight,Publication.Date
181,Accident,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,08-02-1983
182,Accident,Non-Fatal,Substantial,Airplane,Beech,C-23,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Takeoff,08-02-1983
183,Accident,Non-Fatal,Destroyed,Airplane,Piper,PA-38-112,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,09-02-1983
184,Accident,Fatal(1),Destroyed,Airplane,Beech,V35A,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,Maneuvering,09-02-1983
185,Accident,Non-Fatal,Substantial,Airplane,Cessna,310R,2.0,Reciprocating,Business,0.0,0.0,0.0,0.0,Takeoff,09-02-1983
186,Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,09-02-1983
187,Accident,Non-Fatal,Substantial,Airplane,Cessna,402B,2.0,Reciprocating,Business,0.0,0.0,0.0,0.0,Go-around,09-02-1983
188,Accident,Non-Fatal,Substantial,Airplane,Cessna,185,1.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Taxi,09-02-1983
189,Accident,Non-Fatal,Substantial,Airplane,Cessna,172K,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Approach,10-02-1983
190,Accident,Non-Fatal,Substantial,Airplane,Cessna,421B,2.0,Reciprocating,Business,0.0,0.0,0.0,0.0,Landing,10-02-1983
191,Accident,Non-Fatal,Substantial,Airplane,Cessna,401,2.0,Reciprocating,Business,0.0,0.0,0.0,0.0,Cruise,10-02-1983
192,Accident,Non-Fatal,Substantial,Helicopter,Sikorsky,UH-19B,1.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Landing,10-02-1983
193,Accident,Non-Fatal,Destroyed,Airplane,Grumman,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,0.0,Takeoff,11-02-1983
194,Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Takeoff,11-02-1983
195,Accident,Fatal(1),Substantial,Airplane,Piper,PA-60-602P,2.0,Reciprocating,Personal,1.0,0.26677190213101815,0.4493475682087782,1.0,Takeoff,30-10-2017
196,Accident,Non-Fatal,Substantial,Airplane,Howard Aircraft Corp.,500,2.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,12-02-1983
197,Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,Landing,12-02-1983
198,Accident,Fatal(1),Destroyed,Airplane,Piper,PA-34,2.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,Cruise,13-02-1983
199,Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Taxi,13-02-1983
200,Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,13-02-1983
201,Accident,Non-Fatal,Substantial,Airplane,Aeronca,7AC,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,Landing,13-02-1983
202,Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,13-02-1983
203,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,Unknown,13-02-1983
204,Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,Cruise,13-02-1983
205,Accident,Fatal(1),Destroyed,Airplane,Aeronca,7EC,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,Maneuvering,14-02-1983
206,Accident,Non-Fatal,Destroyed,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,14-02-1983
207,Accident,Non-Fatal,Substantial,Airplane,Bellanca,17-30A,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Approach,14-02-1983
208,Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,14-02-1983
209,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,14-02-1983
210,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Approach,14-02-1983
211,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,14-02-1983
212,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,14-02-1983
213,Incident,Incident,Minor,Airplane,Boeing,B737-2H4,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,0.0,Approach,15-02-1983
214,Accident,Non-Fatal,Destroyed,Airplane,Cessna,310D,2.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Takeoff,15-02-1983
215,Accident,Fatal(1),Destroyed,Airplane,Piper,PA-23,2.0,Reciprocating,Ferry,1.0,0.0,0.0,1.0,Cruise,15-02-1983
216,Accident,Non-Fatal,Substantial,Airplane,Mooney,M20J,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,15-02-1983
217,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-151,1.0,Reciprocating,Business,0.0,0.0,0.0,0.0,Descent,15-02-1983
218,Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Takeoff,15-02-1983
219,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-151,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,15-02-1983
220,Accident,Non-Fatal,Substantial,Airplane,Cessna,152(II),1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,15-02-1983
221,Accident,Non-Fatal,Substantial,Airplane,Beech,35,1.0,Reciprocating,Business,0.0,0.0,0.0,0.0,Approach,15-02-1983
222,Accident,Non-Fatal,Substantial,Airplane,Cessna,150M,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,Approach,15-02-1983
223,Accident,Non-Fatal,Substantial,Airplane,Bellanca,8GCBC,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,Landing,15-02-1983
224,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-31-310,2.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Landing,15-02-1983
225,Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Approach,15-02-1983
226,Accident,Non-Fatal,Substantial,Airplane,Beech,90,2.0,Turbo Prop,Personal,0.0,0.0,0.0,0.0,Cruise,16-02-1983
227,Accident,Non-Fatal,Destroyed,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Taxi,17-02-1983
228,Accident,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,17-02-1983
229,Accident,Non-Fatal,Substantial,Airplane,Bellanca,7ECA,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Approach,17-02-1983
230,Accident,Non-Fatal,Substantial,Airplane,Cessna,177RG,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,17-02-1983
231,Accident,Non-Fatal,Substantial,Airplane,Cessna,210,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,17-02-1983
232,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-23,2.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Approach,17-02-1983
233,Incident,Incident,Minor,Airplane,Embraer,EMB-11OP1,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,0.0,Takeoff,18-02-1983
234,Accident,Fatal(1),Destroyed,Airplane,Beech,A36,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,Cruise,18-02-1983
235,Accident,Fatal(1),Destroyed,Airplane,Piper,PA-28-140,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,Cruise,18-02-1983
236,Accident,Non-Fatal,Substantial,Airplane,Cessna,T210N,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Approach,18-02-1983
237,Accident,Non-Fatal,Substantial,Airplane,Great Lakes,2T1A-2,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Taxi,18-02-1983
238,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-44-180T,2.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Descent,19-02-1983
239,Accident,Non-Fatal,Substantial,Balloon,Balloon Works,FIREFLY,0.0,Unknown,Personal,0.0,0.0,0.0,0.0,Landing,19-02-1983
240,Accident,Non-Fatal,Substantial,Airplane,Cessna,172H,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,19-02-1983
241,Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Ferry,0.0,0.0,0.0,0.0,Landing,19-02-1983
242,Accident,Non-Fatal,Substantial,Airplane,Cessna,172A,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,19-02-1983
243,Accident,Non-Fatal,Substantial,Airplane,Beech,58,2.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Approach,19-02-1983
244,Accident,Non-Fatal,Substantial,Airplane,Cessna,P206B,1.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Landing,19-02-1983
245,Accident,Non-Fatal,Substantial,Helicopter,Bell,47G2,1.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Cruise,19-02-1983
246,Accident,Non-Fatal,Substantial,Airplane,Cessna,404,2.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Landing,19-02-1983
247,Accident,Non-Fatal,Destroyed,Airplane,Pitts,51,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,Maneuvering,20-02-1983
248,Accident,Fatal(1),Destroyed,Airplane,Piper,PA-36-375,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,Maneuvering,20-02-1983
249,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,20-02-1983
250,Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,20-02-1983
251,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,20-02-1983
252,Accident,Non-Fatal,Substantial,Airplane,Cessna,150M,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,20-02-1983
253,Accident,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Maneuvering,20-02-1983
254,Accident,Non-Fatal,Substantial,Airplane,Beech,56TC,2.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,20-02-1983
255,Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Approach,20-02-1983
256,Accident,Non-Fatal,Substantial,Airplane,Grumman,G-21A,2.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Cruise,20-02-1983
257,Accident,Fatal(1),Destroyed,Airplane,Piper,PA-28-180,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,Cruise,21-02-1983
258,Accident,Non-Fatal,Substantial,Airplane,Grumman,AA-5A,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,21-02-1983
259,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-32R-301T,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Cruise,21-02-1983
260,Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Takeoff,21-02-1983
261,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,Cruise,21-02-1983
262,Accident,Non-Fatal,Substantial,Airplane,Mooney,M-20C,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,21-02-1983
263,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Go-around,21-02-1983
264,Accident,Non-Fatal,Substantial,Airplane,Fairchild Hiller,227C,2.0,Turbo Prop,Ferry,0.0,0.0,0.0,0.0,Landing,21-02-1983
265,Accident,Non-Fatal,Destroyed,Helicopter,Kaman,HH-43F,1.0,Turbo Shaft,Unknown,0.0,0.0,1.0,0.0,Maneuvering,22-02-1983
266,Accident,Non-Fatal,Substantial,Airplane,Cessna,421C,2.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Cruise,22-02-1983
267,Accident,Non-Fatal,Substantial,Airplane,Grumman,G-164A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,0.0,Takeoff,22-02-1983
268,Accident,Non-Fatal,Substantial,Airplane,Cessna,A185F,1.0,Reciprocating,Business,0.0,0.0,0.0,0.0,Taxi,22-02-1983
269,Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,22-02-1983
270,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,22-02-1983
271,Accident,Non-Fatal,Substantial,Airplane,Cessna,210A,1.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Other,22-02-1983
272,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-60,2.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Takeoff,22-02-1983
273,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-60/601P,2.0,Reciprocating,Business,0.0,0.0,0.0,0.0,Landing,23-02-1983
274,Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,23-02-1983
275,Accident,Non-Fatal,Substantial,Airplane,Cessna,152II,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,23-02-1983
276,Accident,Fatal(1),Destroyed,Airplane,Beech,BE-95-C55,2.0,Reciprocating,Business,1.0,0.0,0.0,1.0,Takeoff,24-02-1983
277,Accident,Non-Fatal,Destroyed,Airplane,Cessna,150,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,24-02-1983
278,Accident,Non-Fatal,Destroyed,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,24-02-1983
279,Accident,Non-Fatal,Substantial,Airplane,Weatherly,201C,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,0.0,Takeoff,24-02-1983
280,Accident,Non-Fatal,Substantial,Airplane,Cessna,310Q,2.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,24-02-1983
281,Accident,Non-Fatal,Substantial,Airplane,Cessna,414,2.0,Reciprocating,Ferry,0.0,0.0,0.0,0.0,Landing,24-02-1983
282,Accident,Non-Fatal,Substantial,Airplane,Eagle,DW-1,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,0.0,Cruise,24-02-1983
283,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,25-02-1983
284,Accident,Non-Fatal,Substantial,Airplane,Cessna,421B,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,0.0,Landing,25-02-1983
285,Accident,Non-Fatal,Substantial,Airplane,Beech,23,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,25-02-1983
286,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-23,2.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Landing,25-02-1983
287,Accident,Non-Fatal,Substantial,Airplane,Beech,D18S,2.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Approach,25-02-1983
288,Accident,Fatal(1),Destroyed,Helicopter,Robinson,R22,1.0,Reciprocating,Business,1.0,0.0,0.0,1.0,Cruise,26-02-1983
289,Incident,Incident,Minor,Airplane,Beech,B90,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,0.0,Landing,26-02-1983
290,Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,26-02-1983
291,Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,26-02-1983
292,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-20,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Taxi,26-02-1983
293,Accident,Non-Fatal,Substantial,Airplane,Cessna,182C,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,Approach,26-02-1983
294,Accident,Non-Fatal,Destroyed,Airplane,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Cruise,27-02-1983
295,Incident,Incident,Minor,Airplane,Aeronca,11AC,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,Landing,27-02-1983
296,Accident,Fatal(1),Destroyed,Airplane,Beech,T-34B,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,Approach,27-02-1983
297,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Takeoff,27-02-1983
298,Accident,Non-Fatal,Substantial,Airplane,Cessna,170,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,Landing,27-02-1983
299,Accident,Non-Fatal,Substantial,Helicopter,Hughes,269C,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Approach,27-02-1983
300,Accident,Non-Fatal,Substantial,Airplane,Cessna,320C,2.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Taxi,27-02-1983
301,Accident,Non-Fatal,Substantial,Airplane,Cessna,T210M,1.0,Reciprocating,Business,0.0,0.0,0.0,0.0,Landing,27-02-1983
302,Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Approach,27-02-1983
303,Accident,Non-Fatal,Destroyed,Balloon,Barnes,BALLOON AX7,0.0,Unknown,Unknown,0.0,0.0,1.0,0.0,Landing,28-02-1983
304,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,28-02-1983
305,Accident,Non-Fatal,Substantial,Airplane,Cessna,172L,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Cruise,28-02-1983
306,Accident,Non-Fatal,Substantial,Glider,Schweizer,SGS1-260,0.0,Unknown,Personal,0.0,0.0,0.0,0.0,Takeoff,28-02-1983
307,Accident,Non-Fatal,Substantial,Airplane,Piper,J3-F65,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,Approach,28-02-1983
308,Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Maneuvering,28-02-1983
309,Accident,Non-Fatal,Substantial,Helicopter,Bell,47G,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,28-02-1983
310,Accident,Non-Fatal,Destroyed,Airplane,Homebuilt,PDQ-2,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,Taxi,01-03-1983
311,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Business,0.0,0.0,0.0,0.0,Taxi,01-03-1983
312,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-25-235C,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Taxi,01-03-1983
313,Accident,Non-Fatal,Substantial,Airplane,Bellanca,8GCBC,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,01-03-1983
314,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,01-03-1983
315,Accident,Non-Fatal,Substantial,Helicopter,Bell,206B III,1.0,Turbo Shaft,Business,0.0,0.0,0.0,0.0,Cruise,01-03-1983
316,Accident,Non-Fatal,Substantial,Airplane,Cessna,U206,1.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Cruise,01-03-1983
317,Accident,Fatal(1),Destroyed,Airplane,Ercoupe,415-C,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,Takeoff,02-03-1983
318,Accident,Non-Fatal,Substantial,Helicopter,Hughes,500,1.0,Turbo Shaft,Executive/corporate,0.0,0.0,0.0,0.0,Cruise,02-03-1983
319,Accident,Non-Fatal,Substantial,Airplane,Cessna,182RG,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,02-03-1983
320,Accident,Non-Fatal,Substantial,Airplane,Beech,35-B33,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,Climb,02-03-1983
321,Accident,Non-Fatal,Substantial,Airplane,Mooney,M20F,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Cruise,02-03-1983
322,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Other,02-03-1983
323,Accident,Fatal(1),Destroyed,Airplane,Cessna,150,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,Descent,02-03-1983
324,Accident,Non-Fatal,Substantial,Airplane,Cessna,172RG,1.0,Reciprocating,Business,0.0,0.0,0.0,0.0,Takeoff,03-03-1983
325,Accident,Non-Fatal,Substantial,Airplane,Cessna,170,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,03-03-1983
326,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-32-300,1.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Landing,03-03-1983
327,Accident,Non-Fatal,Destroyed,Airplane,Beech,B35,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Maneuvering,04-03-1983
328,Accident,Fatal(1),Destroyed,Airplane,Piper,PA-36,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,1.0,Maneuvering,04-03-1983
329,Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Taxi,04-03-1983
330,Accident,Non-Fatal,Substantial,Airplane,Cessna,310K,2.0,Reciprocating,Business,0.0,0.0,0.0,0.0,Landing,04-03-1983
331,Accident,Fatal(1),Substantial,Airplane,Mooney,M20E,1.0,Reciprocating,Personal,1.0,0.0,1.0,1.0,Climb,04-03-1983
332,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-30,2.0,Reciprocating,Business,0.0,0.0,0.0,0.0,Approach,04-03-1983
333,Accident,Non-Fatal,Substantial,Airplane,Smith Aerostar,600,2.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Takeoff,04-03-1983
334,Accident,Non-Fatal,Substantial,Airplane,Beech,C-24R,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,05-03-1983
335,Accident,Non-Fatal,Substantial,Airplane,Cessna,P337H,2.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,05-03-1983
336,Accident,Non-Fatal,Substantial,Airplane,Beech,B58,2.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,05-03-1983
337,Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Takeoff,05-03-1983
338,Accident,Non-Fatal,Substantial,Glider,Schweizer,SGS-1-35,0.0,Unknown,Personal,0.0,0.0,0.0,0.0,Landing,05-03-1983
339,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,05-03-1983
340,Accident,Non-Fatal,Destroyed,Airplane,Piper,PA-23,2.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,06-03-1983
341,Accident,Non-Fatal,Substantial,Airplane,Cessna,182P,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,06-03-1983
342,Accident,Non-Fatal,Substantial,Airplane,Mooney,M20K,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,06-03-1983
343,Accident,Non-Fatal,Substantial,Airplane,Taylorcraft,BC12-D,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Taxi,06-03-1983
344,Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Taxi,06-03-1983
345,Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Descent,06-03-1983
346,Accident,Non-Fatal,Substantial,Airplane,Cessna,310,2.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,06-03-1983
347,Accident,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Descent,06-03-1983
348,Accident,Non-Fatal,Destroyed,Airplane,Rockwell Intl,114,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,07-03-1983
349,Accident,Non-Fatal,Destroyed,Airplane,Cessna,172M,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Takeoff,07-03-1983
350,Accident,Non-Fatal,Substantial,Airplane,Cessna,172RG,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Takeoff,07-03-1983
351,Accident,Non-Fatal,Substantial,Airplane,Howard Aircraft Corp.,DGA-15P,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Landing,07-03-1983
352,Accident,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Landing,07-03-1983
353,Accident,Non-Fatal,Destroyed,Helicopter,Hiller,UH-12E,1.0,Turbo Shaft,Unknown,0.0,0.0,1.0,0.0,Landing,08-03-1983
354,Accident,Non-Fatal,Destroyed,Airplane,Cessna,T188C,1.0,Reciprocating,Ferry,0.0,0.0,0.0,0.0,Cruise,08-03-1983
355,Incident,Incident,Minor,Airplane,Piper,PA-28-140,1.0,Reciprocating,Instructional,0.0,0.0,0.0,0.0,Climb,08-03-1983
356,Accident,Fatal(1),Destroyed,Airplane,Cessna,TR182,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,Cruise,08-03-1983
357,Accident,Non-Fatal,Substantial,Glider,Schreder,RS-15,0.0,Unknown,Personal,0.0,0.0,0.0,0.0,Takeoff,08-03-1983
358,Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Cruise,08-03-1983
359,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,Approach,08-03-1983
360,Accident,Non-Fatal,Substantial,Airplane,Beech,E18S,2.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,Takeoff,08-03-1983
361,Accident,Non-Fatal,Substantial,Airplane,Piper,PA-23 250,2.0,Reciprocating,Unknown,0.0,0.0,0.0,0.0,Approach,08-03-1983
